date,salesTotal,CustNum,kankou,tabelog,day1_sales,day1_kankou,day1_tabelog,event_impact
2018-10-03,560590.0,262.0,2119.0,402.0,318710.0,1853.0,492.0,0.0
2018-10-04,414630.0,151.0,1853.0,445.0,560590.0,2393.0,402.0,0.0
2018-10-05,501140.0,189.0,2393.0,494.0,414630.0,8672.0,445.0,0.0
2018-10-06,921920.0,403.0,8672.0,376.0,501140.0,8715.0,494.0,12.22
2018-10-07,1425820.0,630.0,8715.0,713.0,921920.0,4054.0,376.0,12.22
2018-10-08,1162070.0,445.0,4054.0,1033.0,1425820.0,2571.0,713.0,12.22
2018-10-09,589180.0,258.0,2571.0,650.0,1162070.0,2666.0,1033.0,0.0
2018-10-10,601710.0,252.0,2666.0,421.0,589180.0,1889.0,650.0,0.0
2018-10-11,302470.0,124.0,1889.0,543.0,601710.0,1546.0,421.0,-3.59
2018-10-12,499730.0,214.0,1546.0,548.0,302470.0,3139.0,543.0,0.0
2018-10-13,1069180.0,409.0,3139.0,360.0,499730.0,2658.0,548.0,0.0
2018-10-14,1075300.0,454.0,2658.0,869.0,1069180.0,1869.0,360.0,0.0
2018-10-15,750500.0,305.0,1869.0,589.0,1075300.0,2210.0,869.0,0.0
2018-10-16,492560.0,222.0,2210.0,626.0,750500.0,2093.0,589.0,0.0
2018-10-17,552400.0,222.0,2093.0,514.0,492560.0,2072.0,626.0,0.0
2018-10-18,630820.0,262.0,2072.0,567.0,552400.0,3239.0,514.0,0.0
2018-10-19,443940.0,197.0,3239.0,711.0,630820.0,5573.0,567.0,0.0
2018-10-20,1021970.0,430.0,5573.0,591.0,443940.0,2824.0,711.0,0.0
2018-10-21,1080210.0,466.0,2824.0,551.0,1021970.0,1657.0,591.0,0.0
2018-10-22,706740.0,305.0,1657.0,555.0,1080210.0,2141.0,551.0,0.0
2018-10-23,689210.0,241.0,2141.0,585.0,706740.0,2483.0,555.0,0.0
2018-10-24,589860.0,233.0,2483.0,724.0,689210.0,1740.0,585.0,0.0
2018-10-25,698810.0,268.0,1740.0,729.0,589860.0,4426.0,724.0,0.0
2018-10-26,649920.0,264.0,4426.0,617.0,698810.0,8322.0,729.0,0.0
2018-10-27,1019400.0,418.0,8322.0,505.0,649920.0,6033.0,617.0,0.0
2018-10-28,1088540.0,448.0,6033.0,854.0,1019400.0,3783.0,505.0,0.0
2018-10-29,689590.0,313.0,3783.0,844.0,1088540.0,3331.0,854.0,0.0
2018-10-30,494110.0,226.0,3331.0,568.0,689590.0,2120.0,844.0,0.0
2018-10-31,392830.0,175.0,2120.0,493.0,494110.0,2468.0,568.0,0.0
2018-11-01,612000.0,261.0,2468.0,598.0,392830.0,4417.0,493.0,0.0
2018-11-02,613310.0,268.0,4417.0,712.0,612000.0,9681.0,598.0,0.0
2018-11-03,1281640.0,499.0,9681.0,1185.0,613310.0,4737.0,712.0,0.0
2018-11-04,1214550.0,499.0,4737.0,818.0,1281640.0,3026.0,1185.0,0.0
2018-11-05,688180.0,299.0,3026.0,697.0,1214550.0,2507.0,818.0,0.0
2018-11-06,443260.0,200.0,2507.0,435.0,688180.0,1669.0,697.0,0.0
2018-11-07,467200.0,196.0,1669.0,713.0,443260.0,1255.0,435.0,0.0
2018-11-08,552890.0,244.0,1255.0,691.0,467200.0,2594.0,713.0,0.0
2018-11-09,356120.0,150.0,2594.0,560.0,552890.0,6609.0,691.0,-3.59
2018-11-10,995090.0,448.0,6609.0,848.0,356120.0,4295.0,560.0,0.0
2018-11-11,1204480.0,500.0,4295.0,563.0,995090.0,3050.0,848.0,0.0
2018-11-12,777880.0,322.0,3050.0,941.0,1204480.0,1893.0,563.0,0.0
2018-11-13,591610.0,278.0,1893.0,589.0,777880.0,2001.0,941.0,0.0
2018-11-14,655270.0,273.0,2001.0,567.0,591610.0,1586.0,589.0,0.0
2018-11-15,540180.0,213.0,1586.0,503.0,655270.0,2291.0,567.0,0.0
2018-11-16,618410.0,268.0,2291.0,865.0,540180.0,8144.0,503.0,0.0
2018-11-17,1117460.0,471.0,8144.0,414.0,618410.0,5483.0,865.0,0.0
2018-11-18,1063930.0,465.0,5483.0,689.0,1117460.0,2357.0,414.0,0.0
2018-11-19,694030.0,285.0,2357.0,671.0,1063930.0,1492.0,689.0,0.0
2018-11-20,562750.0,239.0,1492.0,371.0,694030.0,1531.0,671.0,0.0
2018-11-21,493990.0,217.0,1531.0,455.0,562750.0,2653.0,371.0,0.0
2018-11-22,683340.0,280.0,2653.0,1240.0,493990.0,9562.0,455.0,0.0
2018-11-23,1275780.0,537.0,9562.0,649.0,683340.0,10812.0,1240.0,12.22
2018-11-24,1475780.0,612.0,10812.0,749.0,1275780.0,4908.0,649.0,12.22
2018-11-25,1082330.0,446.0,4908.0,795.0,1475780.0,1471.0,749.0,12.22
2018-11-26,618100.0,271.0,1471.0,710.0,1082330.0,3220.0,795.0,0.0
2018-11-27,566250.0,239.0,3220.0,481.0,618100.0,2192.0,710.0,0.0
2018-11-28,387550.0,169.0,2192.0,563.0,566250.0,1608.0,481.0,0.0
2018-11-29,426280.0,167.0,1608.0,490.0,387550.0,2372.0,563.0,0.0
2018-11-30,539120.0,238.0,2372.0,474.0,426280.0,6643.0,490.0,0.0
2018-12-01,927270.0,404.0,6643.0,931.0,539120.0,3385.0,474.0,0.0
