date,salesTotal,CustNum,kankou,tabelog,day1_sales,day1_kankou,day1_tabelog,event_impact
2019-03-05,498210.0,217.0,1271.0,717.0,465850.0,1125.0,1151.0,0.0
2019-03-06,486650.0,227.0,1125.0,583.0,498210.0,755.0,717.0,-3.59
2019-03-07,496600.0,206.0,755.0,733.0,486650.0,1674.0,583.0,0.0
2019-03-08,505020.0,234.0,1674.0,788.0,496600.0,5045.0,733.0,0.0
2019-03-09,938170.0,419.0,5045.0,564.0,505020.0,2903.0,788.0,0.0
2019-03-10,766440.0,333.0,2903.0,936.0,938170.0,1882.0,564.0,-3.59
2019-03-11,650730.0,255.0,1882.0,1324.0,766440.0,2094.0,936.0,-3.59
2019-03-12,638480.0,251.0,2094.0,1005.0,650730.0,1725.0,1324.0,0.0
2019-03-13,560220.0,261.0,1725.0,767.0,638480.0,1041.0,1005.0,0.0
2019-03-14,475390.0,204.0,1041.0,628.0,560220.0,4220.0,767.0,0.0
2019-03-15,443840.0,168.0,4220.0,1046.0,475390.0,11386.0,628.0,0.0
2019-03-16,1068120.0,431.0,11386.0,642.0,443840.0,8573.0,1046.0,0.0
2019-03-17,1078400.0,449.0,8573.0,891.0,1068120.0,5037.0,642.0,0.0
2019-03-18,802710.0,354.0,5037.0,979.0,1078400.0,4230.0,891.0,0.0
2019-03-19,633990.0,291.0,4230.0,678.0,802710.0,4633.0,979.0,0.0
2019-03-20,712800.0,308.0,4633.0,4478.0,633990.0,6206.0,678.0,0.0
2019-03-21,1061470.0,418.0,6206.0,1151.0,712800.0,6521.0,4478.0,0.0
2019-03-22,909480.0,391.0,6521.0,1173.0,1061470.0,10839.0,1151.0,0.0
2019-03-23,1155770.0,441.0,10839.0,1039.0,909480.0,11207.0,1173.0,0.0
2019-03-24,1034400.0,440.0,11207.0,918.0,1155770.0,8683.0,1039.0,0.0
2019-03-25,1023100.0,443.0,8683.0,1035.0,1034400.0,6584.0,918.0,0.0
2019-03-26,875030.0,372.0,6584.0,1035.0,1023100.0,6102.0,1035.0,0.0
2019-03-27,868930.0,379.0,6102.0,1066.0,875030.0,7037.0,1035.0,0.0
2019-03-28,875930.0,379.0,7037.0,822.0,868930.0,10402.0,1066.0,0.0
2019-03-29,611400.0,258.0,10402.0,558.0,875930.0,14708.0,822.0,0.0
2019-03-30,1178910.0,491.0,14708.0,669.0,611400.0,9376.0,558.0,0.0
2019-03-31,1128710.0,519.0,9376.0,785.0,1178910.0,5228.0,669.0,0.0
2019-04-01,865200.0,376.0,5228.0,704.0,1128710.0,4548.0,785.0,0.0
2019-04-02,767660.0,314.0,4548.0,707.0,865200.0,4819.0,704.0,0.0
2019-04-03,688590.0,312.0,4819.0,483.0,767660.0,3486.0,707.0,0.0
